codigo,nombre,descripcion,categoria,subCategoria,costo,unidadMedida,proveedor,stockMinimo,valorCompra,valorVenta,stock,estado
6000,Curador X 1 L,"Descripción del producto: Producto químico (insecticida y fungicida) formulado para la protección preventiva y curativa de la madera contra insectos (taladros, termitas) y hongos (putrefacción). Presentado en 1 litro .

Beneficios: Prolonga significativamente la vida útil de la madera. Previene el ataque de plagas y la degradación biológica.

Usos: Tratamiento de maderas nuevas antes de la instalación, o para curar maderas ya afectadas en vigas, postes, techos y muebles.",Ferretería,Pintura,3289,Unidad,QUI-MERA,1,1,8000,8,Activo
6001,Curador X 4 L,"Descripción del producto: Mismo producto curador de maderas, en formato de 4 litros .

Beneficios: Equilibrio entre economía y manejo, ideal para proyectos medianos.

Usos: Protección de estructuras de pérgolas, decks, o el tratamiento de una cantidad considerable de muebles.",Ferretería,Pintura,7479,Unidad,QUI-MERA,1,1,18100,14,Activo
6002,Curador X 10 L,"Descripción del producto: Mismo producto curador de maderas, en formato de 10 litros .

Beneficios: Rendimiento ideal para tratar grandes volúmenes de madera de obra o estructuras enteras.

Usos: Inmersión o aplicación por brocha/pulverizador en grandes cantidades de tirantes, machimbres y postes de cercas.",Ferretería,Pintura,16381,Unidad,QUI-MERA,1,1,39600,2,Activo
6003,Curador X 18 L,"Descripción del producto: Mismo producto curador de maderas, en formato de 18 litros (bidón).

Beneficios: Máxima economía y rendimiento para proyectos profesionales o industriales.

Usos: Tratamiento de maderas en aserraderos, grandes obras de construcción o para el mantenimiento de extensas estructuras rurales.",Ferretería,Pintura,26221,Unidad,QUI-MERA,1,1,63500,5,Activo
114x1.6x22,DISCO DE CORTE METAL SECUR 115 x 1.6,"DISCO DE CORTE METAL SECUR 115 x 1.6
Descripción del producto: Disco abrasivo extrafino para amoladoras angulares de 115 mm (4 1/2"") , con un espesor de 1.6 mm . Marca o línea ""SECUR"" (segura).

Beneficios: Cortes muy rápidos y precisos en metales. El espesor delgado minimiza la pérdida de material y el esfuerzo de la máquina.

Usos: Corte de perfiles metálicos, varillas, planchuelas y caños de acero o hierro.",Ferretería,,2217,Unidad,CARLOS DIS,1,2217,3400,30,Activo
115X1.6,DISCO DE CORTE METAL STANDAR 115 x 1.6,"DISCO DE CORTE METAL ESTÁNDAR 115 x 1.6
Descripción del producto: Disco abrasivo estándar para amoladoras de 115 mm , con un espesor de 1,6 mm .

Beneficios: Buen rendimiento a un precio más accesible. Corte en metales rápido.

Usos: Trabajos generales de herrería, cortes cotidianos de metales y uso en talleres o en obra.",Ferretería,DISCOS,1321,Unidad,CARLOS DIS,1,1321,2300,25,Activo
6004,Diluyente X 1 L,nada,Ferretería,Pintura,5890,Unidad,QUI-MERA,1,1,14300,,Activo
6006,Diluyente X 10 L,nada,Ferretería,Pintura,40327,Unidad,QUI-MERA,1,1,97600,,Activo
6007,Diluyente X 18 L,nada,Ferretería,Pintura,65509,Unidad,QUI-MERA,1,1,158500,,Activo
6005,Diluyente X 4 L,nada,Ferretería,Pintura,18311,Unidad,QUI-MERA,1,1,44300,,Activo
4000,ELECTRODOS (PUNTA AZUL) 3.25 MM 1KG,nada,Ferretería,Electrodos,16330,Unidad,Victoria,1,1,39500,,Activo
4001,ESCALERAS DE MADERA 1.50,nada,Ferretería,Escaleras de madera,35072,Unidad,Victoria,1,1,84900,,Activo
4002,ESCALERAS DE MADERA 1.80,nada,Ferretería,Escaleras de madera,42395,Unidad,Victoria,1,1,102600,,Activo
4003,ESCALERAS DE MADERA 2.10,nada,Ferretería,Escaleras de madera,48270,Unidad,Victoria,1,1,116800,,Activo
4004,ESCALERAS DE MADERA 2.40,nada,Ferretería,Escaleras de madera,55924,Unidad,Victoria,1,1,135300,,Activo
4005,ESCALERAS DE MADERA 2.70,nada,Ferretería,Escaleras de madera,62921,Unidad,Victoria,1,1,152300,,Activo
4006,ESCALERAS DE MADERA 3.00,nada,Ferretería,Escaleras de madera,69734,Unidad,Victoria,1,1,168800,,Activo
4025,FILTRO ASFALTICO (RUBEROID) LIVIANO 10M,nada,Ferretería,Aislantes,3910,Unidad,Victoria,1,1,9500,,Activo
4026,FILTRO ASFALTICO (RUBEROID) LIVIANO 20M,nada,Ferretería,Aislantes,7349,Unidad,Victoria,1,1,17800,,Activo
4027,FILTRO ASFALTICO (RUBEROID) LIVIANO 40M,nada,Ferretería,Aislantes,13809,Unidad,Victoria,1,1,33400,,Activo
